timestamp,dpid,entropy,n_flows,n_blocked,detection_flag,cpu_pct,mem_mb
2026-07-18T16:28:34.237237,2,0.0,0,0,0,0.0,46.55
2026-07-18T16:28:34.239212,4,0.0,0,0,0,0.0,46.55
2026-07-18T16:28:34.239774,1,0.0,0,0,0,0.0,46.55
2026-07-18T16:28:34.240785,3,0.0,0,0,0,0.0,46.55
2026-07-18T16:28:36.242412,1,0.0,0,0,0,14.0,46.83
2026-07-18T16:28:36.243042,2,0.0,0,0,0,0.0,46.84
2026-07-18T16:28:36.243212,4,0.0,0,0,0,0.0,46.84
2026-07-18T16:28:36.244478,3,0.0,0,0,0,0.0,46.84
2026-07-18T16:28:38.264156,4,0.0,0,0,0,20.3,46.91
2026-07-18T16:28:38.266825,1,0.0,0,0,0,0.0,46.92
2026-07-18T16:28:38.325201,2,0.0,0,0,0,86.3,47.19
2026-07-18T16:28:38.326311,3,0.0,0,0,0,0.0,47.19
2026-07-18T16:28:40.250740,4,0.0,0,0,0,22.3,47.19
2026-07-18T16:28:40.346835,1,0.0,0,0,0,97.4,47.43
2026-07-18T16:28:40.351953,2,0.0,0,0,0,0.0,47.43
2026-07-18T16:28:40.353227,3,0.0,0,0,0,180.8,47.43
2026-07-18T16:28:42.270727,4,0.0,0,0,0,19.8,47.43
2026-07-18T16:28:42.335619,3,0.0,0,0,0,88.6,47.56
2026-07-18T16:28:42.336013,2,0.0,0,0,0,0.0,47.56
2026-07-18T16:28:42.336257,1,0.0,0,0,0,0.0,47.56
2026-07-18T16:28:44.381455,4,0.0,0,0,0,18.6,47.56
2026-07-18T16:28:44.382190,1,0.0,0,0,0,0.0,47.56
2026-07-18T16:28:44.382503,3,0.0,0,0,0,0.0,47.56
2026-07-18T16:28:44.409999,2,0.0,0,0,0,109.7,47.56
2026-07-18T16:28:46.289086,4,0.0,0,0,0,8.5,47.56
2026-07-18T16:28:46.399031,1,0.0,0,0,0,99.6,47.7
2026-07-18T16:28:46.399382,2,0.0,0,0,0,0.0,47.7
2026-07-18T16:28:46.400162,3,0.0,0,0,0,0.0,47.7
2026-07-18T16:28:48.282212,1,0.0,0,0,0,3.2,47.96
2026-07-18T16:28:48.284564,4,0.0,0,0,0,465.6,47.96
2026-07-18T16:28:48.305039,2,0.0,0,0,0,96.8,47.96
