timestamp,dpid,entropy,n_flows,n_blocked,detection_flag,cpu_pct,mem_mb
2026-07-18T16:18:28.787829,4,0.0,0,0,0,0.0,46.53
2026-07-18T16:18:28.790009,1,0.0,0,0,0,0.0,46.53
2026-07-18T16:18:28.790803,2,0.0,0,0,0,0.0,46.53
2026-07-18T16:18:28.790979,3,0.0,0,0,0,0.0,46.53
2026-07-18T16:18:30.786575,4,0.0,0,0,0,0.5,46.53
2026-07-18T16:18:30.787739,1,0.0,0,0,0,0.0,46.53
2026-07-18T16:18:30.787936,2,0.0,0,0,0,0.0,46.53
2026-07-18T16:18:30.788149,3,0.0,0,0,0,0.0,46.53
2026-07-18T16:18:32.809370,3,0.0,0,0,0,15.8,46.95
2026-07-18T16:18:32.810955,4,0.0,0,0,0,0.0,46.95
2026-07-18T16:18:32.811321,1,0.0,0,0,0,0.0,46.95
2026-07-18T16:18:32.812187,2,0.0,0,0,0,0.0,46.95
2026-07-18T16:18:34.796700,4,0.0,0,0,0,18.6,46.95
2026-07-18T16:18:34.822026,3,0.0,0,0,0,119.0,47.3
2026-07-18T16:18:34.822848,2,0.0,0,0,0,0.0,47.3
2026-07-18T16:18:34.824627,1,0.0,0,0,0,0.0,47.3
2026-07-18T16:18:36.889713,4,0.0,0,0,0,15.5,47.74
2026-07-18T16:18:36.891891,3,0.0,0,0,0,256.0,47.74
2026-07-18T16:18:36.894745,1,0.0,0,0,0,0.0,47.74
2026-07-18T16:18:36.896819,2,0.0,0,0,0,0.0,47.74
2026-07-18T16:18:38.809673,4,0.0,0,0,0,5.2,47.74
2026-07-18T16:18:38.828523,3,0.0,0,0,0,105.9,47.74
2026-07-18T16:18:38.828742,2,0.0,0,0,0,0.0,47.74
2026-07-18T16:18:38.828932,1,0.0,0,0,0,0.0,47.74
2026-07-18T16:18:40.813406,4,0.0,0,0,0,2.5,47.74
2026-07-18T16:18:40.838399,1,0.0,0,0,0,80.1,47.74
2026-07-18T16:18:40.838604,2,0.0,0,0,0,0.0,47.74
2026-07-18T16:18:40.838738,3,0.0,0,0,0,0.0,47.74
2026-07-18T16:18:42.810527,4,0.0,0,0,0,1.5,47.74
2026-07-18T16:18:42.826891,1,0.0,0,0,0,121.4,47.74
2026-07-18T16:18:42.827065,3,0.0,0,0,0,0.0,47.74
2026-07-18T16:18:42.827183,2,0.0,0,0,0,0.0,47.74
2026-07-18T16:18:44.847454,3,0.0,0,0,0,1.0,47.93
2026-07-18T16:18:44.861050,1,0.0,0,0,0,0.0,47.93
2026-07-18T16:18:44.861398,4,0.0,0,0,0,0.0,47.93
2026-07-18T16:18:44.866126,2,0.0,0,0,0,213.6,47.93
2026-07-18T16:18:46.906989,4,0.0,0,0,0,4.9,47.93
2026-07-18T16:18:46.907212,1,0.0,0,0,0,0.0,47.93
2026-07-18T16:18:46.936031,2,0.0,0,0,0,108.1,47.93
2026-07-18T16:18:46.937963,3,0.0,0,0,0,0.0,47.93
2026-07-18T16:18:48.822108,4,0.0,0,0,0,1.1,47.93
2026-07-18T16:18:48.845640,1,0.0,0,0,0,85.0,47.93
2026-07-18T16:18:48.846090,2,0.0,0,0,0,2165.5,47.93
2026-07-18T16:18:48.846408,3,0.0,0,0,0,0.0,47.93
