timestamp,dpid,entropy,n_flows,n_blocked,detection_flag,cpu_pct,mem_mb
2026-07-04T21:37:21.511678,1,0.0,0,0,0,0.0,46.54
2026-07-04T21:37:21.515020,4,0.0,0,0,0,0.0,46.55
2026-07-04T21:37:21.515951,2,0.0,0,0,0,0.0,46.55
2026-07-04T21:37:21.516100,3,0.0,0,0,0,0.0,46.55
2026-07-04T21:37:23.516477,2,0.0,0,0,0,5.0,46.69
2026-07-04T21:37:23.516655,3,0.0,0,0,0,0.0,46.69
2026-07-04T21:37:23.516750,1,0.0,0,0,0,0.0,46.69
2026-07-04T21:37:23.516889,4,0.0,0,0,0,0.0,46.69
2026-07-04T21:37:25.517996,1,0.0,0,0,0,14.5,46.84
2026-07-04T21:37:25.535695,4,0.0,0,0,0,56.1,47.2
2026-07-04T21:37:25.535867,2,0.0,0,0,0,0.0,47.21
2026-07-04T21:37:25.536462,3,0.0,0,0,0,0.0,47.21
2026-07-04T21:37:27.533670,1,0.0,0,0,0,13.0,47.21
2026-07-04T21:37:27.566967,2,0.0,0,0,0,91.2,47.69
2026-07-04T21:37:27.567275,3,0.0,0,0,0,0.0,47.69
2026-07-04T21:37:27.567406,4,0.0,0,0,0,0.0,47.69
2026-07-04T21:37:29.525575,1,0.0,0,0,0,6.1,47.69
2026-07-04T21:37:29.542758,2,0.0,0,0,0,114.3,47.78
2026-07-04T21:37:29.542941,4,0.0,0,0,0,0.0,47.78
2026-07-04T21:37:29.543082,3,0.0,0,0,0,0.0,47.78
2026-07-04T21:37:31.531747,1,0.0,0,0,0,3.0,48.0
2026-07-04T21:37:31.557223,4,0.0,0,0,0,78.5,48.0
2026-07-04T21:37:31.557582,2,0.0,0,0,0,0.0,48.0
2026-07-04T21:37:31.557766,3,0.0,0,0,0,0.0,48.0
2026-07-04T21:37:33.526768,1,0.0,0,0,0,2.5,48.0
2026-07-04T21:37:33.550468,2,0.0,0,0,0,84.4,48.0
2026-07-04T21:37:33.550855,4,0.0,0,0,0,0.0,48.0
2026-07-04T21:37:33.551072,3,0.0,0,0,0,0.0,48.0
2026-07-04T21:37:35.530912,1,0.0,0,0,0,1.0,48.0
2026-07-04T21:37:35.556562,2,0.0,0,0,0,77.9,48.0
2026-07-04T21:37:35.556767,3,0.0,0,0,0,0.0,48.0
2026-07-04T21:37:35.556915,4,0.0,0,0,0,0.0,48.0
2026-07-04T21:37:37.531468,1,0.0,0,0,0,0.5,48.0
2026-07-04T21:37:37.554344,4,0.0,0,0,0,131.1,48.0
2026-07-04T21:37:37.554554,3,0.0,0,0,0,0.0,48.0
2026-07-04T21:37:37.554702,2,0.0,0,0,0,0.0,48.0
2026-07-04T21:37:39.534646,1,0.0,0,0,0,0.5,48.0
2026-07-04T21:37:39.583093,2,0.0,0,0,0,103.2,47.98
2026-07-04T21:37:39.583291,3,0.0,0,0,0,0.0,47.98
2026-07-04T21:37:39.583428,4,0.0,0,0,0,0.0,47.98
2026-07-04T21:37:41.546849,1,0.0,0,0,0,1.0,47.98
2026-07-04T21:37:41.568350,4,0.0,0,0,0,141.2,47.98
2026-07-04T21:37:41.568842,3,0.0,0,0,0,0.0,47.98
