timestamp,dpid,entropy,n_flows,n_blocked,detection_flag,cpu_pct,mem_mb
2026-07-18T17:54:33.324503,1,0.0,0,0,0,0.0,46.67
2026-07-18T17:54:33.325335,3,0.0,0,0,0,0.0,46.67
2026-07-18T17:54:33.326250,2,0.0,0,0,0,0.0,46.67
2026-07-18T17:54:33.327909,4,0.0,0,0,0,0.0,46.67
2026-07-18T17:54:38.337079,1,0.0,0,0,0,17.8,46.85
2026-07-18T17:54:38.372165,2,0.0,0,0,0,85.5,47.14
2026-07-18T17:54:38.372915,3,0.0,0,0,0,0.0,47.15
2026-07-18T17:54:38.374695,4,0.0,0,0,0,0.0,47.15
2026-07-18T17:54:43.346995,1,0.0,0,0,0,23.3,47.15
2026-07-18T17:54:43.456568,3,0.0,0,0,0,82.1,47.79
2026-07-18T17:54:43.457262,2,0.0,0,0,0,1326.9,47.79
2026-07-18T17:54:43.457821,4,0.0,0,0,0,0.0,47.79
2026-07-18T17:54:48.990933,2,0.0,0,0,0,7.1,47.79
2026-07-18T17:54:49.004970,3,0.0,0,0,0,42.7,47.79
2026-07-18T17:54:49.011203,1,0.0,0,0,0,0.0,47.79
2026-07-18T17:54:49.174972,4,0.0,0,0,0,30.5,47.79
2026-07-18T17:54:53.790708,1,0.0,0,0,0,2.6,47.97
2026-07-18T17:54:53.791178,2,0.0,0,0,0,0.0,47.97
2026-07-18T17:54:53.799498,3,0.0,0,0,0,0.0,47.97
2026-07-18T17:54:53.805439,4,0.0,0,0,0,0.0,47.97
2026-07-18T17:54:58.981865,4,0.0,0,0,0,5.2,47.97
2026-07-18T17:54:58.987706,2,0.0,0,0,0,0.0,47.97
2026-07-18T17:54:58.993247,1,0.0,0,0,0,0.0,47.97
2026-07-18T17:54:59,3,0.0,0,0,0,0.0,47.97
2026-07-18T17:55:04.042216,2,0.0,0,0,0,4.6,47.97
2026-07-18T17:55:04.047575,3,0.0,0,0,0,100.6,47.97
2026-07-18T17:55:04.053913,1,0.0,0,0,0,0.0,47.97
2026-07-18T17:55:04.274415,4,0.0,0,0,0,32.3,47.97
2026-07-18T17:55:08.508362,1,0.0,0,0,0,2.1,47.97
2026-07-18T17:55:08.512153,2,0.0,0,0,0,0.0,47.97
2026-07-18T17:55:08.520414,3,0.0,0,0,0,0.0,47.97
2026-07-18T17:55:08.632702,4,0.0,0,0,0,17.7,47.97
2026-07-18T17:55:13.778918,1,0.0,0,0,0,1.0,47.97
2026-07-18T17:55:13.980623,3,0.0,0,0,0,14.4,47.97
2026-07-18T17:55:14.005069,4,0.0,0,0,0,34.6,47.97
2026-07-18T17:55:14.010303,2,0.0,0,0,0,0.0,47.97
2026-07-18T17:55:18.712015,1,0.0,0,0,0,1.5,47.97
2026-07-18T17:55:18.744673,3,0.0,0,0,0,0.0,47.97
2026-07-18T17:55:18.746201,2,0.0,0,0,0,0.0,47.97
2026-07-18T17:55:18.755159,4,0.0,0,0,0,0.0,47.97
2026-07-18T17:55:23.651168,3,0.0,0,0,0,1.4,47.97
2026-07-18T17:55:23.657417,2,0.0,0,0,0,0.0,47.97
2026-07-18T17:55:23.665107,1,0.0,0,0,0,0.0,47.97
2026-07-18T17:55:23.674723,4,0.0,0,0,0,109.1,47.97
2026-07-18T17:55:28.726943,2,0.0,0,0,0,2.2,47.97
2026-07-18T17:55:28.728139,1,0.0,0,0,0,143.1,47.97
2026-07-18T17:55:28.732116,3,0.0,0,0,0,0.0,47.97
2026-07-18T17:55:28.751627,4,0.0,0,0,0,0.0,47.97
2026-07-18T17:55:33.604323,3,0.0,0,0,0,1.8,47.97
2026-07-18T17:55:33.606741,4,0.0,0,0,0,0.0,47.97
2026-07-18T17:55:33.608464,2,0.0,0,0,0,0.0,47.97
2026-07-18T17:55:33.608771,1,0.0,0,0,0,0.0,47.97
2026-07-18T17:55:41.073475,3,0.0,0,0,0,19.0,48.26
2026-07-18T17:55:41.085107,4,0.0,0,0,0,114.4,48.26
2026-07-18T17:55:42.805152,1,0.0,0,0,0,42.8,48.26
2026-07-18T17:55:44.122858,1,0.0,0,0,0,58.4,48.26
2026-07-18T17:55:44.274679,3,0.0,0,0,0,79.3,48.26
2026-07-18T17:55:48.306155,4,0.0,0,0,0,69.2,48.26
2026-07-18T17:55:49.394855,3,0.0,0,0,0,66.2,48.26
2026-07-18T17:55:50.425941,1,0.0,0,0,0,79.5,48.26
2026-07-18T17:55:52.364387,2,0.0,0,0,0,63.5,48.26
2026-07-18T17:55:54.838861,3,0.0,0,0,0,52.5,48.26
2026-07-18T17:55:55.502198,1,0.0,0,0,0,60.4,48.26
2026-07-18T17:55:59.541954,1,0.0,0,0,0,43.8,48.26
2026-07-18T17:55:59.545053,3,0.0,0,0,0,0.0,48.26
2026-07-18T17:56:05.316238,3,0.0,0,0,0,46.8,48.26
2026-07-18T17:56:05.316784,1,0.0,0,0,0,0.0,48.26
2026-07-18T17:56:06.968177,4,0.0,0,0,0,63.6,48.26
