timestamp,dpid,entropy,n_flows,n_blocked,detection_flag,cpu_pct,mem_mb
2026-07-18T16:05:04.802434,4,0.0,0,0,0,0.0,46.64
2026-07-18T16:05:04.803674,1,0.0,0,0,0,0.0,46.65
2026-07-18T16:05:04.803890,2,0.0,0,0,0,0.0,46.65
2026-07-18T16:05:04.804008,3,0.0,0,0,0,0.0,46.65
2026-07-18T16:05:06.805639,4,0.0,0,0,0,0.5,46.66
2026-07-18T16:05:06.808119,3,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:06.808685,1,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:06.808971,2,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:08.808705,4,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:08.810359,2,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:08.810887,1,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:08.811467,3,0.0,0,0,0,1427.0,46.66
2026-07-18T16:05:10.812401,2,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:10.815998,1,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:10.816166,4,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:10.816236,3,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:12.814802,1,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:12.815152,4,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:12.816561,2,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:12.816834,3,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:14.815934,4,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:14.817745,1,0.0,0,0,0,539.2,46.66
2026-07-18T16:05:14.817939,3,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:14.818052,2,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:16.818679,2,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:16.821949,1,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:16.822122,4,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:16.822704,3,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:18.821548,1,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:18.821671,4,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:18.822535,2,0.0,0,0,0,1271.4,46.66
2026-07-18T16:05:18.822650,3,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:20.824764,4,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:20.825432,1,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:20.827426,2,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:20.827687,3,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:22.828409,2,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:22.828593,4,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:22.828670,1,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:22.828737,3,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:24.828711,4,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:24.830433,2,0.0,0,0,0,697.9,46.66
2026-07-18T16:05:24.830641,1,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:24.830717,3,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:26.831945,1,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:26.832085,4,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:26.832162,3,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:26.832657,2,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:28.835435,4,0.0,0,0,0,0.5,46.66
2026-07-18T16:05:28.836539,1,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:28.836645,2,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:28.836713,3,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:30.837711,4,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:30.837821,1,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:30.837890,3,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:30.838104,2,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:32.842564,2,0.0,0,0,0,0.0,46.66
2026-07-18T16:05:32.842690,4,0.0,0,0,0,0.0,46.66
