timestamp,dpid,entropy,n_flows,n_blocked,detection_flag,cpu_pct,mem_mb
2026-07-18T16:54:07.849833,1,0.0,0,0,0,0.0,46.58
2026-07-18T16:54:07.850064,4,0.0,0,0,0,0.0,46.58
2026-07-18T16:54:07.850180,3,0.0,0,0,0,0.0,46.58
2026-07-18T16:54:07.850289,2,0.0,0,0,0,0.0,46.58
2026-07-18T16:54:09.860088,3,0.0,0,0,0,26.4,46.76
2026-07-18T16:54:09.861260,4,0.0,0,0,0,0.0,46.76
2026-07-18T16:54:09.875844,1,0.0,0,0,0,137.3,47.0
2026-07-18T16:54:09.878278,2,0.0,0,0,0,0.0,47.01
2026-07-18T16:54:11.948439,2,0.0,0,0,0,26.6,47.37
2026-07-18T16:54:11.948967,1,0.0,0,0,0,0.0,47.37
2026-07-18T16:54:11.949152,3,0.0,0,0,0,0.0,47.37
2026-07-18T16:54:11.950081,4,0.0,0,0,0,0.0,47.37
2026-07-18T16:54:13.945171,1,0.0,0,0,0,26.6,47.37
2026-07-18T16:54:14.052183,3,0.0,0,0,0,74.6,47.56
2026-07-18T16:54:14.054194,4,0.0,0,0,0,0.0,47.56
2026-07-18T16:54:14.055153,2,0.0,0,0,0,0.0,47.56
2026-07-18T16:54:15.953135,1,0.0,0,0,0,27.9,47.56
2026-07-18T16:54:16.152498,3,0.0,0,0,0,64.9,47.68
2026-07-18T16:54:16.154143,2,0.0,0,0,0,0.0,47.68
2026-07-18T16:54:16.156030,4,0.0,0,0,0,0.0,47.68
2026-07-18T16:54:17.884063,1,0.0,0,0,0,12.7,47.68
2026-07-18T16:54:17.934014,4,0.0,0,0,0,99.8,47.7
2026-07-18T16:54:17.934616,3,0.0,0,0,0,0.0,47.7
2026-07-18T16:54:17.934899,2,0.0,0,0,0,0.0,47.7
2026-07-18T16:54:19.888947,1,0.0,0,0,0,5.6,47.7
2026-07-18T16:54:19.956932,2,0.0,0,0,0,88.7,47.7
2026-07-18T16:54:19.957432,4,0.0,0,0,0,0.0,47.7
2026-07-18T16:54:19.958162,3,0.0,0,0,0,0.0,47.7
2026-07-18T16:54:21.875640,1,0.0,0,0,0,2.1,47.7
2026-07-18T16:54:21.916919,4,0.0,0,0,0,98.5,47.7
2026-07-18T16:54:21.917837,2,0.0,0,0,0,0.0,47.7
2026-07-18T16:54:21.918321,3,0.0,0,0,0,1731.5,47.7
2026-07-18T16:54:24.185856,1,0.0,0,0,0,11.0,48.09
2026-07-18T16:54:24.186416,3,0.0,0,0,0,0.0,48.09
2026-07-18T16:54:24.189584,4,0.0,0,0,0,0.0,48.09
2026-07-18T16:54:24.190880,2,0.0,0,0,0,0.0,48.09
2026-07-18T16:54:25.991788,4,0.0,0,0,0,6.1,48.16
2026-07-18T16:54:25.992593,2,0.0,0,0,0,0.0,48.16
2026-07-18T16:54:25.992997,3,0.0,0,0,0,0.0,48.16
2026-07-18T16:54:25.993934,1,0.0,0,0,0,0.0,48.16
2026-07-18T16:54:27.962079,1,0.0,0,0,0,3.6,48.21
2026-07-18T16:54:27.963169,4,0.0,0,0,0,0.0,48.21
2026-07-18T16:54:28.034864,2,0.0,0,0,0,69.9,48.21
2026-07-18T16:54:28.035851,3,0.0,0,0,0,0.0,48.21
2026-07-18T16:54:29.974334,3,0.0,0,0,0,4.6,48.21
2026-07-18T16:54:29.975290,1,0.0,0,0,0,0.0,48.21
2026-07-18T16:54:29.976636,2,0.0,0,0,0,0.0,48.21
2026-07-18T16:54:29.977114,4,0.0,0,0,0,0.0,48.21
2026-07-18T16:54:31.975052,1,0.0,0,0,0,6.0,48.21
2026-07-18T16:54:32.055362,4,0.0,0,0,0,87.0,48.21
2026-07-18T16:54:32.056369,2,0.0,0,0,0,0.0,48.21
2026-07-18T16:54:32.057438,3,0.0,0,0,0,0.0,48.21
2026-07-18T16:54:34.002591,2,0.0,0,0,0,6.2,48.21
2026-07-18T16:54:34.005728,1,0.0,0,0,0,0.0,48.21
2026-07-18T16:54:34.006752,3,0.0,0,0,0,0.0,48.21
2026-07-18T16:54:34.007295,4,0.0,0,0,0,0.0,48.21
2026-07-18T16:54:35.952824,1,0.0,0,0,0,5.7,48.21
2026-07-18T16:54:36.045681,3,0.0,0,0,0,87.3,48.21
2026-07-18T16:54:36.047195,4,0.0,0,0,0,0.0,48.21
2026-07-18T16:54:36.049487,2,0.0,0,0,0,0.0,48.21
